county_fips,score,yost_ses_quintile
47007,1.1581794285714284,5
47008,1.0911664,5
47009,0.3335146534653466,4
47010,0.9568862499999999,5
47011,0.5036976923076923,4
47012,0.46172619047619046,4
47013,1.2309730434782609,5
47014,0.4198558064516129,4
47015,0.18971914163090128,3
47016,0.4369416,4
47017,0.8257455555555555,5
47018,-0.04426346153846154,2
48000,0.6116570588235294,4
48001,0.5868473684210527,4
48002,0.10237715151515152,3
48003,0.15341774647887324,3
48004,0.23611916666666666,3
48005,0.6269955555555555,4
48006,0.9933082,5
48007,0.9373509999999999,5
48008,-1.016043711340206,1
48009,0.04463529411764706,2
48010,0.68043,4
48011,0.0625000408997955,3
48012,-0.4876966666666667,1
48013,0.5600485245901639,4
48014,0.6814884210526316,4
48015,-0.43234307692307694,1
48016,0.20868108108108108,3
48017,0.8063342857142857,5
48018,0.33874125,4
48019,0.7455315789473684,5
48020,0.13228075528700906,3
48021,1.039199652173913,5
48022,0.7296620689655172,5
48023,0.5603632258064516,4
48024,0.5355761904761904,4
48025,0.3896506382978724,4
48026,0.33390153846153847,4
48027,0.6823373913043478,4
48028,0.9884326315789473,5
48029,0.7113484848484848,5
48030,0.20024315789473685,3
48031,0.87014,5
48032,0.4187572,4
48033,0.09393548387096774,3
48034,0.8193324137931035,5
48035,0.3694672727272727,4
48036,0.4382812,4
48037,0.6582468085106383,4
48038,0.02033944444444444,2
48039,0.13605,3
48040,0.6960783333333334,5
48041,0.815904,5
48042,0.35841056603773586,4
48043,-0.21464570512820513,2
48044,0.41040978723404253,4
48045,-0.4150261682242991,1
48046,0.6676055319148936,4
48047,0.9120908,5
48048,0.4386807142857143,4
48049,-0.09385870129870129,2
48050,1.0102046153846154,5
49000,-0.6475178947368421,1
49001,-0.7868996721311475,1
49002,-0.4527275,1
49003,-0.6542754228855721,1
49004,-0.8242923529411765,1
49005,-0.3819303225806452,1
50000,-0.39329200000000003,1
50001,-0.046017368421052626,2
50002,-0.4018332432432432,1
51000,0.14945384615384613,3
51001,-0.39870352941176473,1
51002,0.8459610526315791,5
51003,0.8225659259259259,5
51004,-0.3774631884057971,1
51005,-1.1018433333333333,1
51006,0.2395982857142857,3
51007,0.4384588888888889,4
51008,-0.17747858585858586,2
51009,-0.0722290909090909,2
51010,-0.5463889795918367,1
51011,0.4979147368421053,4
51012,0.163121,3
51013,0.8660033333333333,5
51014,0.5423888888888889,4
51015,-0.5920451724137931,1
51016,0.4703250980392157,4
51017,-0.0849827450980392,2
51018,0.8688617391304349,5
51019,0.16450190476190477,3
51051,-0.8077272727272727,1
51052,0.011120000000000019,2
51053,1.02168,5
51054,0.07587,3
51055,-0.23435052631578945,2
51056,-0.6681,1
51057,0.752232,5
51058,1.17841,5
51059,0.63708875,4
51060,-1.301256,1
51061,0.06391333333333334,3
51062,0.11914,3
51063,-0.03216399999999999,2
51064,0.3861,4
51065,-0.07610689655172412,2
51066,0.59118,4
51067,0.09257142857142855,3
51068,0.47076500000000004,4
51069,0.944312,5
51070,-0.14946176470588235,2
51071,0.349026582278481,4
51072,1.39398,5
51073,0.308632,3
51074,0.5715696551724139,4
51075,0.31442000000000003,3
51076,0.3336504761904762,4
51077,0.39275461538461537,4
51079,0.48047666666666666,4
51080,0.23945846153846156,3
51081,-0.7709995238095237,1
51082,-0.24031600000000003,2
51083,-0.83434,1
51084,0.420768,4
53000,-0.24214666666666668,2
53001,-0.36458694915254236,1
53002,-0.18704903225806452,2
53003,-0.9674779816513761,1
53004,0.0930788888888889,3
53005,-0.44460461538461543,1
53006,-0.7271079151943463,1
53007,0.0753412987012987,3
54000,0.861830625,5
54001,0.6988217021276596,5
54002,0.8284061538461539,5
